structure,pdb,fv,success,reason_for_failure,location_of_failure
6co3_H0-L0,6co3,H0-L0,True,,
6fla_A0-B0,6fla,A0-B0,True,,
6fla_H0-L0,6fla,H0-L0,True,,
6mvl_H0-L0,6mvl,H0-L0,True,,
7lo6_H0-G0,7lo6,H0-G0,True,,
7lo6_J0-I0,7lo6,J0-I0,True,,
7lo6_L0-K0,7lo6,L0-K0,True,,
6mw9_C0-D0,6mw9,C0-D0,True,,
6mw9_G0-H0,6mw9,G0-H0,True,,
6mw9_K0-L0,6mw9,K0-L0,True,,
6mw9_O0-P0,6mw9,O0-P0,True,,
7lo7_H0-L0,7lo7,H0-L0,True,,
6mwc_C0-D0,6mwc,C0-D0,True,,
6mwc_G0-H0,6mwc,G0-H0,True,,
6mwc_K0-L0,6mwc,K0-L0,True,,
6mwc_O0-P0,6mwc,O0-P0,True,,
6mwn_C0-D0,6mwn,C0-D0,True,,
6mwn_H0-L0,6mwn,H0-L0,True,,
3w11_C0-D0,3w11,C0-D0,True,,
6mwv_C0-D0,6mwv,C0-D0,True,,
6mwv_G0-H0,6mwv,G0-H0,True,,
6mwv_K0-L0,6mwv,K0-L0,True,,
6mwv_O0-P0,6mwv,O0-P0,True,,
8c8p_H0,8c8p,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6cr1_H0-L0,6cr1,H0-L0,True,,
1mam_H0-L0,1mam,H0-L0,True,,
6xc2_H0-L0,6xc2,H0-L0,True,,
6xc2_X0-Y0,6xc2,X0-Y0,True,,
6mwx_G0-H0,6mwx,G0-H0,True,,
6mwx_K0-L0,6mwx,K0-L0,True,,
6mwx_O0-P0,6mwx,O0-P0,True,,
6mwx_C0-D0,6mwx,C0-D0,True,,
6mxr_H0-L0,6mxr,H0-L0,True,,
6mxr_A0-B0,6mxr,A0-B0,True,,
6mxs_H0-L0,6mxs,H0-L0,True,,
6mxs_A0-B0,6mxs,A0-B0,True,,
8gou_I0-J0,8gou,I0-J0,True,,
8gou_H0-K0,8gou,H0-K0,True,,
8gpg_C0-D0,8gpg,C0-D0,True,,
8gpg_E0-F0,8gpg,E0-F0,True,,
8gpg_A0-B0,8gpg,A0-B0,True,,
8hbv_B0,8hbv,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6x3z_J0-I0,6x3z,J0-I0,True,,
6x3z_K0-L0,6x3z,K0-L0,True,,
8gpj_A0-C0,8gpj,A0-C0,True,,
8gpj_D0-E0,8gpj,D0-E0,True,,
8gpj_H0-L0,8gpj,H0-L0,True,,
8gpk_A0-B0,8gpk,A0-B0,True,,
8gpk_C0-D0,8gpk,C0-D0,True,,
7v3q_B0-A0,7v3q,B0-A0,True,,
7v3q_D0-C0,7v3q,D0-C0,True,,
7vke_B0,7vke,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gpy_C0-D0,8gpy,C0-D0,True,,
8gpy_E0-F0,8gpy,E0-F0,True,,
6kvf_H0-L0,6kvf,H0-L0,True,,
6kvf_A0-C0,6kvf,A0-C0,True,,
8gq5_a0,8gq5,a0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_n0,8gq5,n0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_b0,8gq5,b0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_o0,8gq5,o0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_c0,8gq5,c0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_p0,8gq5,p0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_d0,8gq5,d0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_e0,8gq5,e0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_f0,8gq5,f0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_g0,8gq5,g0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_h0,8gq5,h0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_i0,8gq5,i0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_j0,8gq5,j0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_k0,8gq5,k0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_l0,8gq5,l0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gq5_m0,8gq5,m0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7cyv_H0-H1,7cyv,H0-H1,True,,
5x5x_H0-L0,5x5x,H0-L0,True,,
8gsd_H0-L0,8gsd,H0-L0,True,,
8f9u_A0-B0,8f9u,A0-B0,True,,
6x40_J0-I0,6x40,J0-I0,True,,
6x40_K0-L0,6x40,K0-L0,True,,
8gsi_B0-A0,8gsi,B0-A0,True,,
8gsi_F0,8gsi,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gus_S0-S1,8gus,S0-S1,True,,
8gtp_H0-L0,8gtp,H0-L0,True,,
8gtp_I0-M0,8gtp,I0-M0,True,,
8gtp_J0-N0,8gtp,J0-N0,True,,
8gtq_H0-L0,8gtq,H0-L0,True,,
8gtq_I0-M0,8gtq,I0-M0,True,,
8gtq_J0-N0,8gtq,J0-N0,True,,
4hij_B0-A0,4hij,B0-A0,True,,
4hij_D0-C0,4hij,D0-C0,True,,
7dfc_H0-L0,7dfc,H0-L0,True,,
7eq3_A0,7eq3,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7eq3_A1,7eq3,A1,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
4rfo_H0-L0,4rfo,H0-L0,True,,
8hbw_B0,8hbw,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8gv4_A0-B0,8gv4,A0-B0,True,,
8gv4_C0-D0,8gv4,C0-D0,True,,
8gv6_I0-J0,8gv6,I0-J0,True,,
8gv6_G0-H0,8gv6,G0-H0,True,,
4hix_H0-L0,4hix,H0-L0,True,,
8gx9_H0-F0,8gx9,H0-F0,True,,
8gx9_I0-L0,8gx9,I0-L0,True,,
8gx9_O0-N0,8gx9,O0-N0,True,,
8gx9_P0-M0,8gx9,P0-M0,True,,
8gz3_N0,8gz3,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8h3x_A0,8h3x,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6adb_C0-D0,6adb,C0-D0,True,,
6adb_E0-F0,6adb,E0-F0,True,,
8gzz_E0-D0,8gzz,E0-D0,True,,
8gzz_G0-F0,8gzz,G0-F0,True,,
8h00_E0-D0,8h00,E0-D0,True,,
8h00_G0-F0,8h00,G0-F0,True,,
8h00_I0-H0,8h00,I0-H0,True,,
8h01_E0-D0,8h01,E0-D0,True,,
8h01_G0-F0,8h01,G0-F0,True,,
8h01_I0-H0,8h01,I0-H0,True,,
8f9v_A0-B0,8f9v,A0-B0,True,,
8f9v_C0-D0,8f9v,C0-D0,True,,
8f9v_E0-F0,8f9v,E0-F0,True,,
8f9v_G0-H0,8f9v,G0-H0,True,,
6bft_A0-B0,6bft,A0-B0,True,,
6bft_H0-L0,6bft,H0-L0,True,,
8h0q_E0-E1,8h0q,E0-E1,True,,
7s4s_H0-L0,7s4s,H0-L0,True,,
8h3c_A0-A1,8h3c,A0-A1,True,,
8h3c_B0-B1,8h3c,B0-B1,True,,
8h3c_C0-C1,8h3c,C0-C1,True,,
8h3c_D0-D1,8h3c,D0-D1,True,,
8h3c_E0-E1,8h3c,E0-E1,True,,
8h3m_D0,8h3m,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8h3m_D1,8h3m,D1,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
8h3m_H0,8h3m,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8h3m_H1,8h3m,H1,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
8h7l_D0-G0,8h7l,D0-G0,True,,
8h7l_E0-H0,8h7l,E0-H0,True,,
8h7l_F0-I0,8h7l,F0-I0,True,,
8h3y_E0,8h3y,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8h3y_F0,8h3y,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8h3y_D0,8h3y,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7w71_H0-L0,7w71,H0-L0,True,,
7w71_I0-M0,7w71,I0-M0,True,,
8h4l_N0,8h4l,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8h73_D0-D1,8h73,D0-D1,True,,
7dc7_A0-B0,7dc7,A0-B0,True,,
8ha0_N0,8ha0,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7f6y_H0-L0,7f6y,H0-L0,True,,
8hao_F0,8hao,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8hao_N0,8hao,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6b5p_H0-L0,6b5p,H0-L0,True,,
6b5r_H0-L0,6b5r,H0-L0,True,,
6b5s_H0-L0,6b5s,H0-L0,True,,
6b5t_H0-L0,6b5t,H0-L0,True,,
6b6z_B0-A0,6b6z,B0-A0,True,,
6b6z_D0-C0,6b6z,D0-C0,True,,
6b70_C0-D0,6b70,C0-D0,True,,
6b70_E0-F0,6b70,E0-F0,True,,
6gs1_H0,6gs1,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6b73_C0,6b73,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6b73_D0,6b73,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6b7z_C0-D0,6b7z,C0-D0,True,,
6b7z_E0-F0,6b7z,E0-F0,True,,
6b9j_H0-L0,6b9j,H0-L0,True,,
6b9j_A0-B0,6b9j,A0-B0,True,,
7tuy_H0-L0,7tuy,H0-L0,True,,
7tuy_K0,7tuy,K0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6b9y_B0-A0,6b9y,B0-A0,True,,
6ba5_B0-A0,6ba5,B0-A0,True,,
6ba5_D0-C0,6ba5,D0-C0,True,,
6ba5_F0-E0,6ba5,F0-E0,True,,
6ba5_H0-G0,6ba5,H0-G0,True,,
6bae_B0-A0,6bae,B0-A0,True,,
6bb4_H0-L0,6bb4,H0-L0,True,,
6bb4_I0-M0,6bb4,I0-M0,True,,
6bb4_J0-N0,6bb4,J0-N0,True,,
6bdz_H0-L0,6bdz,H0-L0,True,,
6gs4_H0,6gs4,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6gs7_H0,6gs7,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6bf4_H0-L0,6bf4,H0-L0,True,,
6bf4_B0-C0,6bf4,B0-C0,True,,
6bf7_C0-D0,6bf7,C0-D0,True,,
6bf7_E0-F0,6bf7,E0-F0,True,,
6bfq_C0-D0,6bfq,C0-D0,True,,
6bfq_H0-L0,6bfq,H0-L0,True,,
6bfq_A0-B0,6bfq,A0-B0,True,,
6bfq_E0-F0,6bfq,E0-F0,True,,
6jfh_H0-L0,6jfh,H0-L0,True,,
6jfh_K0-I0,6jfh,K0-I0,True,,
6jfh_M0-N0,6jfh,M0-N0,True,,
5e94_B0-A0,5e94,B0-A0,True,,
5e94_D0-C0,5e94,D0-C0,True,,
5e99_H0-L0,5e99,H0-L0,True,,
6bfs_H0-L0,6bfs,H0-L0,True,,
6bkc_H0-L0,6bkc,H0-L0,True,,
6bpa_B0-C0,6bpa,B0-C0,True,,
6bpa_E0-F0,6bpa,E0-F0,True,,
6bpe_B0-C0,6bpe,B0-C0,True,,
6bpe_E0-F0,6bpe,E0-F0,True,,
6bpe_H0-I0,6bpe,H0-I0,True,,
6bqb_H0-L0,6bqb,H0-L0,True,,
6bsp_A0-B0,6bsp,A0-B0,True,,
6bt3_B0-A0,6bt3,B0-A0,True,,
6bt3_D0-C0,6bt3,D0-C0,True,,
6bt3_F0-E0,6bt3,F0-E0,True,,
6bt3_H0-G0,6bt3,H0-G0,True,,
6by2_A0-B0,6by2,A0-B0,True,,
6bzu_A0-B0,6bzu,A0-B0,True,,
6bzu_C0-D0,6bzu,C0-D0,True,,
6bzu_E0-F0,6bzu,E0-F0,True,,
6bzu_G0-H0,6bzu,G0-H0,True,,
6bzv_E0-F0,6bzv,E0-F0,True,,
6bzv_A0-B0,6bzv,A0-B0,True,,
6bzv_C0-D0,6bzv,C0-D0,True,,
6bzv_G0-H0,6bzv,G0-H0,True,,
6bzy_H0-L0,6bzy,H0-L0,True,,
6c08_A0-B0,6c08,A0-B0,True,,
6c08_D0-E0,6c08,D0-E0,True,,
6c5h_H0-L0,6c5h,H0-L0,True,,
6c5i_H0-L0,6c5i,H0-L0,True,,
6c5j_H0-L0,6c5j,H0-L0,True,,
6jfi_K0-I0,6jfi,K0-I0,True,,
6jfi_H0-L0,6jfi,H0-L0,True,,
6c5k_H0-L0,6c5k,H0-L0,True,,
6c5k_A0-B0,6c5k,A0-B0,True,,
6c5v_H0-L0,6c5v,H0-L0,True,,
6gv1_H0-L0,6gv1,H0-L0,True,,
6gv4_H0-L0,6gv4,H0-L0,True,,
6ca9_B0-A0,6ca9,B0-A0,True,,
6ca9_D0-C0,6ca9,D0-C0,True,,
6cbj_H0-L0,6cbj,H0-L0,True,,
6cbp_A0-A1,6cbp,A0-A1,True,,
6cbv_H0-L0,6cbv,H0-L0,True,,
5gux_H0-L0,5gux,H0-L0,True,,
7ubr_E0-F0,7ubr,E0-F0,True,,
7ubr_H0-L0,7ubr,H0-L0,True,,
7zcf_E0-E1,7zcf,E0-E1,True,,
4ej1_C0,4ej1,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4ej1_D0,4ej1,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7ur6_H0-L0,7ur6,H0-L0,True,,
7ur6_D0-E0,7ur6,D0-E0,True,,
7ur6_J0-K0,7ur6,J0-K0,True,,
7ura_H0-L0,7ura,H0-L0,True,,
7urc_H0-L0,7urc,H0-L0,True,,
4ene_C0-D0,4ene,C0-D0,True,,
4ene_E0-F0,4ene,E0-F0,True,,
7mx8_H0-L0,7mx8,H0-L0,True,,
7urd_H0-L0,7urd,H0-L0,True,,
7ure_H0-L0,7ure,H0-L0,True,,
7urf_O0-P0,7urf,O0-P0,True,,
7url_A0-A1,7url,A0-A1,True,,
7url_B0-B1,7url,B0-B1,True,,
7urs_H0-L0,7urs,H0-L0,True,,
7urv_D1-D0,7urv,D1-D0,True,,
4eow_H0-L0,4eow,H0-L0,True,,
7usl_H0-L0,7usl,H0-L0,True,,
4ers_H0-L0,4ers,H0-L0,True,,
7ujk_E0-F0,7ujk,E0-F0,True,,
7ujk_H0-L0,7ujk,H0-L0,True,,
7utz_N0,7utz,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7uvf_H0-L0,7uvf,H0-L0,True,,
7uvf_X0-Y0,7uvf,X0-Y0,True,,
4etq_H0-L0,4etq,H0-L0,True,,
4etq_A0-B0,4etq,A0-B0,True,,
7uvi_A0-B0,7uvi,A0-B0,True,,
7uvi_D0-E0,7uvi,D0-E0,True,,
7uvl_H0-L0,7uvl,H0-L0,True,,
4evn_C0-D0,4evn,C0-D0,True,,
4evn_E0-F0,4evn,E0-F0,True,,
4evn_G0-H0,4evn,G0-H0,True,,
4evn_I0-J0,4evn,I0-J0,True,,
4evn_M0-N0,4evn,M0-N0,True,,
4evn_A0-B0,4evn,A0-B0,True,,
4evn_K0-L0,4evn,K0-L0,True,,
4evn_O0-P0,4evn,O0-P0,True,,
5hhv_H0-L0,5hhv,H0-L0,True,,
4f15_B0-C0,4f15,B0-C0,True,,
4f15_E0-F0,4f15,E0-F0,True,,
4f15_H0-I0,4f15,H0-I0,True,,
4f15_K0-L0,4f15,K0-L0,True,,
4f2m_A0-B0,4f2m,A0-B0,True,,
4f2m_C0-D0,4f2m,C0-D0,True,,
7uz4_M0-N0,7uz4,M0-N0,True,,
7uz4_H0-L0,7uz4,H0-L0,True,,
7uz4_P0-Q0,7uz4,P0-Q0,True,,
7uz5_H0-L0,7uz5,H0-L0,True,,
7uz6_H0-L0,7uz6,H0-L0,True,,
7uz6_M0-N0,7uz6,M0-N0,True,,
7uz6_P0-Q0,7uz6,P0-Q0,True,,
4f33_B0-A0,4f33,B0-A0,True,,
4f33_D0-C0,4f33,D0-C0,True,,
4f33_F0-E0,4f33,F0-E0,True,,
4f33_H0-G0,4f33,H0-G0,True,,
4f37_F0-K0,4f37,F0-K0,True,,
4f37_H0-L0,4f37,H0-L0,True,,
7uz7_H0-L0,7uz7,H0-L0,True,,
7uz7_M0-N0,7uz7,M0-N0,True,,
7uz7_P0-Q0,7uz7,P0-Q0,True,,
7uz8_P0-Q0,7uz8,P0-Q0,True,,
7uz8_H0-L0,7uz8,H0-L0,True,,
7uz8_M0-N0,7uz8,M0-N0,True,,
7uz9_H0-L0,7uz9,H0-L0,True,,
7uz9_P0-Q0,7uz9,P0-Q0,True,,
7uz9_M0-N0,7uz9,M0-N0,True,,
7uza_H0-L0,7uza,H0-L0,True,,
7uzb_H0-L0,7uzb,H0-L0,True,,
7v05_A0-a0,7v05,A0-a0,True,,
7v05_N0-n0,7v05,N0-n0,True,,
7v05_B0-b0,7v05,B0-b0,True,,
7v05_C0-c0,7v05,C0-c0,True,,
7v05_D0-d0,7v05,D0-d0,True,,
7v05_E0-e0,7v05,E0-e0,True,,
7v05_F0-f0,7v05,F0-f0,True,,
7v05_G0-g0,7v05,G0-g0,True,,
7v05_H0-h0,7v05,H0-h0,True,,
7v05_I0-i0,7v05,I0-i0,True,,
7v05_J0-j0,7v05,J0-j0,True,,
7v05_K0-k0,7v05,K0-k0,True,,
7v05_L0-l0,7v05,L0-l0,True,,
7v05_M0-m0,7v05,M0-m0,True,,
4f57_H0-L0,4f57,H0-L0,True,,
7v23_Q0-R0,7v23,Q0-R0,True,,
7v23_S0-T0,7v23,S0-T0,True,,
7v23_O0-P0,7v23,O0-P0,True,,
7v24_H0-L0,7v24,H0-L0,True,,
7v26_a0-b0,7v26,a0-b0,True,,
7v26_c0-d0,7v26,c0-d0,True,,
7v26_e0-f0,7v26,e0-f0,True,,
7v2a_E0-D0,7v2a,E0-D0,True,,
7v2a_G0-F0,7v2a,G0-F0,True,,
7v2a_I0-H0,7v2a,I0-H0,True,,
4f58_H0-L0,4f58,H0-L0,True,,
4f58_I0-M0,4f58,I0-M0,True,,
4f58_J0-N0,4f58,J0-N0,True,,
4f58_K0-O0,4f58,K0-O0,True,,
4m8q_A0-B0,4m8q,A0-B0,True,,
4m8q_H0-L0,4m8q,H0-L0,True,,
7v35_N0,7v35,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7v3g_I0-M0,7v3g,I0-M0,True,,
7v3g_G0-H0,7v3g,G0-H0,True,,
7v3h_I0-M0,7v3h,I0-M0,True,,
7v3h_G0-H0,7v3h,G0-H0,True,,
7v3h_K0-L0,7v3h,K0-L0,True,,
7v3i_I0-M0,7v3i,I0-M0,True,,
7v3i_G0-H0,7v3i,G0-H0,True,,
7v3j_H0-L0,7v3j,H0-L0,True,,
7v3j_I0-M0,7v3j,I0-M0,True,,
7v3l_D0-E0,7v3l,D0-E0,True,,
7v3l_F0-G0,7v3l,F0-G0,True,,
7v3l_H0-I0,7v3l,H0-I0,True,,
1dl7_H0-L0,1dl7,H0-L0,True,,
7zrc_H0-L0,7zrc,H0-L0,True,,
7zrc_F0-G0,7zrc,F0-G0,True,,
7zrc_J0-K0,7zrc,J0-K0,True,,
1dlf_H0-L0,1dlf,H0-L0,True,,
1dn0_B0-A0,1dn0,B0-A0,True,,
1dn0_D0-C0,1dn0,D0-C0,True,,
7raq_H0-L0,7raq,H0-L0,True,,
7yzk_C0,7yzk,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7yzk_D0,7yzk,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7ket_A0-B0,7ket,A0-B0,True,,
8g5f_J0-K0,8g5f,J0-K0,True,,
1ggc_H0-L0,1ggc,H0-L0,True,,
1ggi_H0-L0,1ggi,H0-L0,True,,
1ggi_J0-M0,1ggi,J0-M0,True,,
1gig_H0-L0,1gig,H0-L0,True,,
7yzw_A0,7yzw,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7yzw_B0,7yzw,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7yzw_C0,7yzw,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7yzw_D0,7yzw,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7yzw_E0,7yzw,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7yzw_F0,7yzw,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7l06_D0-F0,7l06,D0-F0,True,,
7l06_G0-E0,7l06,G0-E0,True,,
7l06_H0-L0,7l06,H0-L0,True,,
7l06_M0-K0,7l06,M0-K0,True,,
1g6v_K0,1g6v,K0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
1g7h_B0-A0,1g7h,B0-A0,True,,
7t86_H0-L0,7t86,H0-L0,True,,
7t86_B0-A0,7t86,B0-A0,True,,
7t86_D0-C0,7t86,D0-C0,True,,
7t86_F0-E0,7t86,F0-E0,True,,
7tty_H0-L0,7tty,H0-L0,True,,
7z0x_H0-L0,7z0x,H0-L0,True,,
1dqd_H0-L0,1dqd,H0-L0,True,,
6wer_C0-D0,6wer,C0-D0,True,,
6wer_E0-F0,6wer,E0-F0,True,,
3giz_H0-L0,3giz,H0-L0,True,,
7u0y_H0-L0,7u0y,H0-L0,True,,
7z0y_H0-L0,7z0y,H0-L0,True,,
7djz_A0-B0,7djz,A0-B0,True,,
7mf7_H0-L0,7mf7,H0-L0,True,,
7mf7_A0-B0,7mf7,A0-B0,True,,
7mf7_C0-D0,7mf7,C0-D0,True,,
7mf7_E0-F0,7mf7,E0-F0,True,,
7z12_B0-C0,7z12,B0-C0,True,,
7t87_H0-L0,7t87,H0-L0,True,,
7z1a_F0,7z1a,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7z1a_E0,7z1a,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7z1a_B0,7z1a,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7z1a_D0,7z1a,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7kkh_B0-A0,7kkh,B0-A0,True,,
6w9g_H0-L0,6w9g,H0-L0,True,,
6w9g_K0-M0,6w9g,K0-M0,True,,
6w9g_X0-Y0,6w9g,X0-Y0,True,,
7t8w_H0-L0,7t8w,H0-L0,True,,
7kdu_C0,7kdu,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
1dqj_B0-A0,1dqj,B0-A0,True,,
1dql_H0-L0,1dql,H0-L0,True,,
7lmq_A0-B0,7lmq,A0-B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
7si2_G0-F0,7si2,G0-F0,True,,
7si2_H0-L0,7si2,H0-L0,True,,
7si2_E0-D0,7si2,E0-D0,True,,
7z1b_B0,7z1b,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7z1b_D0,7z1b,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7z1b_F0,7z1b,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7z1b_E0,7z1b,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7t8x_E0-E1,7t8x,E0-E1,True,,
6wkm_H0-L0,6wkm,H0-L0,True,,
7l09_H0-L0,7l09,H0-L0,True,,
7l09_M0-K0,7l09,M0-K0,True,,
1dqm_H0-L0,1dqm,H0-L0,True,,
1dqq_B0-A0,1dqq,B0-A0,True,,
1dqq_D0-C0,1dqq,D0-C0,True,,
1gpo_H0-L0,1gpo,H0-L0,True,,
1gpo_I0-M0,1gpo,I0-M0,True,,
1dsf_H0-L0,1dsf,H0-L0,True,,
7z1c_B0,7z1c,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7z1c_D0,7z1c,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7z1c_F0,7z1c,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7z1c_E0,7z1c,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7kew_G0-J0,7kew,G0-J0,True,,
7kew_H0-K0,7kew,H0-K0,True,,
7kew_I0-L0,7kew,I0-L0,True,,
6oq5_D0,6oq5,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6oq5_E0,6oq5,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6oq5_F0,6oq5,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7kex_G0-J0,7kex,G0-J0,True,,
7kex_I0-L0,7kex,I0-L0,True,,
7kex_H0-K0,7kex,H0-K0,True,,
7t90_E0-E1,7t90,E0-E1,True,,
1dvf_B0-A0,1dvf,B0-A0,True,,
1dvf_D0-C0,1dvf,D0-C0,True,,
7zau_B0,7zau,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7zau_D0,7zau,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7zau_F0,7zau,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7zau_H0,7zau,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7zbu_H0-L0,7zbu,H0-L0,True,,
7zce_E0-E1,7zce,E0-E1,True,,
7zce_F0-F1,7zce,F0-F1,True,,
7zce_G0-G1,7zce,G0-G1,True,,
7ui0_H0-L0,7ui0,H0-L0,True,,
7ui0_I0-M0,7ui0,I0-M0,True,,
7ui0_J0-N0,7ui0,J0-N0,True,,
7uia_B0,7uia,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7uia_E0,7uia,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7mgw_B0-C0,7mgw,B0-C0,True,,
7uih_C0,7uih,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
7uih_D0,7uih,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7uih_E0,7uih,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
