structure,resolution_high,abangle_HL_outlier,abangle_HC1_outlier,abangle_HC2_outlier,abangle_LC1_outlier,abangle_LC2_outlier,abangle_dc_outlier,cdrh3_high,cdr_high,rare_species,exclude
8f6f_D0-C0,True,False,False,False,False,False,False,False,False,False,True
8f6f_F0-E0,True,False,False,False,False,False,False,False,False,False,True
8f6i_F0-E0,True,False,False,False,False,False,False,False,False,False,True
8f6i_D0-C0,True,False,False,False,False,False,False,False,False,False,True
8g3r_C0-B0,False,False,False,False,False,False,False,False,False,False,False
8g40_A0-L0,False,False,False,False,False,False,False,False,False,False,False
8g40_B0-M0,False,False,False,False,False,False,False,False,False,False,False
8g40_C0-N0,False,False,False,False,False,False,False,False,False,False,False
8g4t_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8g4t_D0-E0,False,False,False,False,False,False,False,False,False,False,False
8g4t_J0-K0,False,False,False,False,False,False,False,False,False,False,False
8g9w_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8gc0_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8gh4_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8ghp_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8h7z_F0-I0,False,False,False,False,False,False,False,False,False,False,False
8hii_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8hs3_S0-S1,False,False,False,False,False,False,False,False,False,False,False
8ibv_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8ium_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8p7w_D0-G0,False,False,False,False,False,False,False,False,False,False,False
8p7w_F0-E0,False,False,False,False,False,False,False,False,False,False,False
8sax_C0-D0,True,False,False,False,False,False,False,False,False,False,True
8sax_G0-H0,True,False,False,False,False,False,False,False,False,False,True
8sax_K0-L0,True,False,False,False,False,False,False,False,False,False,True
8saz_H0-I0,True,False,False,False,False,False,False,False,False,False,True
8saz_M0-N0,True,False,False,False,False,False,False,False,False,False,True
8saz_C0-D0,True,False,False,False,False,False,False,False,False,False,True
8sb2_C0-D0,False,False,False,False,False,False,False,False,False,False,False
8sb2_H0-I0,False,False,False,False,False,False,False,False,False,False,False
8sb2_M0-N0,False,False,False,False,False,False,False,False,False,False,False
8tui_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1hi6_B0-A0,False,False,False,False,False,False,False,False,False,False,False
1qkz_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3ze0_E0-F0,False,False,False,False,False,False,False,False,False,False,False
3ze0_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4hbc_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4hc1_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4hc1_M0-N0,False,False,False,False,False,False,False,False,False,False,False
4lss_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5i5k_H0-L0,True,False,False,False,False,False,False,False,False,False,True
5i5k_X0-Y0,True,False,False,False,False,False,False,False,False,False,True
5i6x_B0-C0,False,False,False,False,False,False,False,False,False,False,False
5i6z_B0-C0,True,False,False,False,False,False,False,False,False,False,True
5u5m_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6a4k_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6a4k_I0-M0,False,False,False,False,False,False,False,False,False,False,False
6a4k_J0-N0,False,False,False,False,False,False,False,False,False,False,False
6a4k_K0-O0,False,False,False,False,False,False,False,False,False,False,False
6igu_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6jp7_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7ben_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7ben_D0-F0,False,False,False,False,False,False,False,False,False,False,False
7ben_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7ben_G0-I0,False,False,False,False,False,False,False,False,False,False,False
7bq5_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7bq5_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7elx_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7elx_h0-l0,False,False,False,False,False,False,False,False,False,False,False
7f2s_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7fcp_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7fcp_B0-D0,False,False,False,False,False,False,False,False,False,False,False
7fcq_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7v64_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7vyr_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7vyr_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7wn2_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wn2_B0-C0,False,False,False,False,False,False,False,False,False,False,False
7wsl_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8dad_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8gy5_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8gy5_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8hws_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8hws_D0-E0,False,False,False,False,False,False,False,False,False,False,False
8hws_I0-J0,False,False,False,False,False,False,False,False,False,False,False
8hwt_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8hwt_D0-E0,False,False,False,False,False,False,False,False,False,False,False
8jso_S0-S1,False,False,False,False,False,False,False,False,False,False,False
8jsp_E0-E1,True,False,False,False,False,False,False,False,False,False,True
8r8d_E0-I0,False,False,False,False,False,False,False,False,False,False,False
8r8d_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8t6i_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8t7f_C0-G0,False,False,False,False,False,False,False,False,False,False,False
8t7f_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8t7f_D0-E0,False,False,False,False,False,False,False,False,False,False,False
8t7f_F0-H0,False,False,False,False,False,False,False,False,False,False,False
8t7f_I0-J0,False,False,False,False,False,False,False,False,False,False,False
8t7f_K0-L0,False,False,False,False,False,False,False,False,False,False,False
8t7g_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8t7i_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8t8i_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8ti4_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8trs_A0-G0,False,False,False,False,False,False,False,False,False,False,False
8trt_A0-G0,False,False,False,False,False,False,False,False,False,False,False
8trt_B0-C0,False,False,False,False,False,False,False,False,False,False,False
8ts5_A0-G0,False,False,False,False,False,False,False,False,False,False,False
8ts5_B0-C0,False,False,False,False,False,False,False,False,False,False,False
4fqh_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4fqh_A0-B0,False,False,False,False,False,False,False,False,False,False,False
4fqi_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4fqj_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4fqk_E0-F0,True,False,False,False,False,False,False,False,False,False,True
4fqk_H0-L0,True,False,False,False,False,False,False,False,False,False,True
4fql_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4fqq_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4fqq_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4fqq_D0-C0,False,False,False,False,False,False,False,False,False,False,False
4fqq_F0-E0,False,False,False,False,False,False,False,False,False,False,False
4fqr_c0-d0,True,False,False,False,False,False,False,False,False,False,True
4fqr_e0-f0,True,False,False,False,False,False,False,False,False,False,True
4fqr_g0-h0,True,False,False,False,False,False,False,False,False,False,True
4fqr_i0-j0,True,False,False,False,False,False,False,False,False,False,True
4fqr_k0-l0,True,False,False,False,False,False,False,False,False,False,True
4fqr_m0-n0,True,False,False,False,False,False,False,False,False,False,True
4fqr_o0-p0,True,False,False,False,False,False,False,False,False,False,True
4fqr_q0-r0,True,False,False,False,False,False,False,False,False,False,True
4fqr_s0-t0,True,False,False,False,False,False,False,False,False,False,True
4fqr_u0-v0,True,False,False,False,False,False,False,False,False,False,True
4fqr_w0-x0,True,False,False,False,False,False,False,False,False,False,True
4fqr_a0-b0,True,False,False,False,False,False,False,False,False,False,True
4lqf_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4lri_P0-A0,False,False,False,False,False,False,False,False,False,False,False
4lri_C0-B0,False,False,False,False,False,False,False,False,False,False,False
4m5z_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4m61_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4m61_D0-C0,False,False,False,False,False,False,False,False,False,False,False
5i15_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5i16_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5i16_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5i17_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5i17_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5i18_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7s8p_E0-E1,False,False,False,False,False,False,False,False,False,False,False
7t10_S0-S1,False,False,False,False,False,False,False,False,False,False,False
7t11_S0-S1,False,False,False,False,False,False,False,False,False,False,False
7tco_C0-D0,True,False,False,False,False,False,False,False,False,False,True
7tco_G0-H0,True,False,False,False,False,False,False,False,False,False,True
7tco_O0-P0,True,False,False,False,False,False,False,False,False,False,True
7trh_H0-B0,False,False,False,False,False,False,False,False,False,False,False
7tri_Z0-Y0,True,False,False,False,False,False,False,False,False,False,True
7trk_H0-H1,False,False,False,False,False,False,False,False,False,False,False
7u0x_F0-G0,True,False,False,False,False,True,False,False,False,False,True
7u0x_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x7o_E0-F0,True,False,False,False,False,False,False,False,False,False,True
7x7o_G0-I0,True,False,False,False,False,False,False,False,False,False,True
7x7o_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x7o_J0-K0,True,False,False,False,False,False,False,False,False,False,True
7x7t_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x7t_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7x7t_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7x7u_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x7u_A0-B0,True,False,False,False,False,False,False,False,False,False,True
7x7u_C0-D0,True,False,False,False,False,False,False,False,False,False,True
7x7v_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x7v_A0-F0,True,False,False,False,False,False,False,False,False,False,True
7x7v_C0-D0,True,False,False,False,False,False,False,False,False,False,True
7x8p_C0-B0,False,False,False,False,False,False,False,False,False,False,False
7x8p_F0-E0,False,False,False,False,False,False,False,False,False,False,False
7x8w_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x8y_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x8z_H0-L0,True,False,False,False,False,False,False,False,False,True,True
7x90_E0-F0,True,False,False,False,False,False,False,False,False,False,True
7x91_H0-L0,True,False,False,False,False,False,False,False,False,False,True
